Date,HomeTeam,AwayTeam,FTR,Season,played,BTTS,Time,HTREND,HTREND2,HTREND3,HTREND4,HTREND5,ATREND,ATREND2,ATREND3,ATREND4,ATREND5,HPOINT,APOINT,HLM,ALM,HLM_1,ALM_1,AAG_1,HAG_1,HSc_1,ASc_1,HLM_2,ALM_2,AAG_2,HAG_2,HSc_2,ASc_2,HLM_3,ALM_3,AAG_3,HAG_3,HSc_3,ASc_3,HLM_4,ALM_4,AAG_4,HAG_4,HSc_4,ASc_4,HLM_5,ALM_5,AAG_5,HAG_5,HSc_5,ASc_5,ACUM,HCUM,AAG,HAG,AAGC,HAGC,UO25
2013-12-01,7,37,D,1314,1,1.0,0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,7.0,8.0,3.0,10.0,1,1,3.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,11.0,1.6666666666666667,1.0,1.3333333333333333,2.0,1
2013-12-01,9,0,A,1314,1,1.0,0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,10.0,0,3,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,9.0,1.0,0.5,1.0,1.0,1
2013-12-01,13,28,H,1314,1,0.0,0,3.0,4.0,5.0,5.0,5.0,0.0,0.0,3.0,4.0,4.0,8.0,7.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,0.5,2.0,1.0,1
2013-12-01,24,36,D,1314,1,1.0,0,1.0,4.0,7.0,8.0,11.0,1.0,1.0,1.0,1.0,4.0,12.0,5.0,1,1,3.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,13.0,0.5,3.0,1.5,0.5,0
2013-12-01,25,42,H,1314,1,0.0,0,3.0,6.0,9.0,12.0,15.0,3.0,3.0,3.0,6.0,6.0,16.0,10.0,3,0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,18.0,1.0,3.5,1.5,1.0,0
2013-12-02,18,23,H,1314,1,1.0,0,0.0,3.0,6.0,6.0,9.0,0.0,0.0,3.0,6.0,6.0,10.0,15.0,3,0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,11.0,1.0,1.5,1.5,0.0,1
2013-12-02,27,31,A,1314,1,1.0,0,1.0,2.0,2.0,3.0,6.0,0.0,0.0,3.0,6.0,9.0,3.0,16.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,12.0,13.0,1.0,1.0,2.0,0.0,1
2013-12-06,6,25,A,1314,1,0.0,0,1.0,2.0,2.0,3.0,6.0,3.0,6.0,9.0,12.0,15.0,5.0,21.0,0,3,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,16.0,7.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,0
2013-12-07,28,0,D,1314,1,1.0,0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,5.0,5.0,6.0,5.0,13.0,1,1,0.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,8.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1
2013-12-07,31,42,D,1314,1,1.0,0,3.0,3.0,3.0,6.0,9.0,0.0,3.0,3.0,3.0,6.0,15.0,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,16.0,0.6666666666666666,1.3333333333333333,1.0,0.0,1
2013-12-08,7,21,H,1314,1,1.0,0,1.0,2.0,5.0,5.0,5.0,1.0,2.0,5.0,8.0,11.0,4.0,11.0,3,0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,12.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1
2013-12-08,24,34,D,1314,1,1.0,0,1.0,2.0,5.0,8.0,9.0,1.0,4.0,5.0,5.0,5.0,13.0,12.0,1,1,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,5.0,14.0,0.5,2.3333333333333335,1.5,0.6666666666666666,1
2013-12-08,1,18,H,1314,1,1.0,0,1.0,2.0,3.0,4.0,7.0,3.0,3.0,6.0,9.0,9.0,18.0,17.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,5.0,1.0,1.0,13.0,17.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1
2013-12-08,36,9,H,1314,1,0.0,0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,6.0,6.0,3,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0
2013-12-08,37,13,A,1314,1,0.0,0,1.0,4.0,5.0,8.0,8.0,3.0,6.0,7.0,8.0,8.0,4.0,4.0,0,3,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.3333333333333333,1.5,1.6666666666666667,0.5,0
2013-12-08,41,27,H,1314,1,0.0,0,1.0,4.0,4.0,5.0,6.0,0.0,1.0,2.0,2.0,3.0,7.0,14.0,3,0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,10.0,1.0,2.6666666666666665,2.3333333333333335,1.0,0
2013-12-08,23,4,H,1314,1,1.0,0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,4.0,4.0,5.0,7.0,14.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,18.0,0.0,1.3333333333333333,1.3333333333333333,0.0,1
2013-12-14,9,23,D,1314,1,0.0,0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,18.0,1,1,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,9.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0
2013-12-15,13,36,A,1314,1,0.0,0,3.0,6.0,9.0,10.0,11.0,3.0,4.0,5.0,5.0,5.0,11.0,8.0,0,3,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,0.6666666666666666,1.3333333333333333,2.0,1.0,0
2013-12-15,18,6,H,1314,1,0.0,0,0.0,3.0,3.0,6.0,9.0,0.0,1.0,2.0,2.0,3.0,10.0,7.0,3,0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,14.0,1.6666666666666667,2.3333333333333335,2.0,0.3333333333333333,1
2013-12-15,21,4,D,1314,1,1.0,0,0.0,1.0,2.0,5.0,8.0,0.0,1.0,1.0,4.0,4.0,8.0,14.0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,11.0,0.25,1.3333333333333333,1.25,1.3333333333333333,0
2013-12-15,25,37,H,1314,1,0.0,0,3.0,6.0,9.0,12.0,15.0,0.0,1.0,4.0,5.0,8.0,19.0,10.0,3,0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,7.0,21.0,1.75,2.6666666666666665,1.25,1.3333333333333333,1
2013-12-15,27,28,H,1314,1,0.0,0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,8.0,3,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,4.0,13.0,0.0,1.3333333333333333,2.0,0.0,0
